wardpc,wardname,province,district,alt_name,districtpc,provincepc,integrity
180603,3,Masvingo,Mwenezi,,1806,18,Old ward
180607,7,Masvingo,Mwenezi,,1806,18,Old ward
180319,19,Masvingo,Chivi,,1803,18,Old ward
180608,8,Masvingo,Mwenezi,,1806,18,Old ward
170626,26,Midlands,Mberengwa,,1706,17,Old ward
170622,22,Midlands,Mberengwa,,1706,17,Old ward
170624,24,Midlands,Mberengwa,,1706,17,Old ward
170603,3,Midlands,Mberengwa,,1706,17,Old ward
180610,10,Masvingo,Mwenezi,,1806,18,Old ward
170617,17,Midlands,Mberengwa,,1706,17,Old ward
170618,18,Midlands,Mberengwa,,1706,17,Old ward
170633,33,Midlands,Mberengwa,,1706,17,Old ward
170629,29,Midlands,Mberengwa,,1706,17,Old ward
170615,15,Midlands,Mberengwa,,1706,17,Old ward
170614,14,Midlands,Mberengwa,,1706,17,Old ward
170623,23,Midlands,Mberengwa,,1706,17,Old ward
170619,19,Midlands,Mberengwa,,1706,17,Old ward
170620,20,Midlands,Mberengwa,,1706,17,Old ward
170604,4,Midlands,Mberengwa,,1706,17,Old ward
170607,7,Midlands,Mberengwa,,1706,17,Old ward
170609,9,Midlands,Mberengwa,,1706,17,Old ward
170610,10,Midlands,Mberengwa,,1706,17,Old ward
170621,21,Midlands,Mberengwa,,1706,17,Old ward
180321,21,Masvingo,Chivi,,1803,18,Old ward
180526,26,Masvingo,Masvingo,,1805,18,Old ward
180217,17,Masvingo,Chiredzi,,1802,18,Old ward
180230,30,Masvingo,Chiredzi,,1802,18,New ward
180227,27,Masvingo,Chiredzi,,1802,18,New ward
110322,22,Manicaland,Chipinge,,1103,11,Old ward
110324,24,Manicaland,Chipinge,,1103,11,Old ward
160215,15,Matabeleland South,Bulilima,,1602,16,Old ward
160212,12,Matabeleland South,Bulilima,,1602,16,Old ward
160209,9,Matabeleland South,Bulilima,,1602,16,Old ward
160210,10,Matabeleland South,Bulilima,,1602,16,Old ward
160213,13,Matabeleland South,Bulilima,,1602,16,Old ward
180218,18,Masvingo,Chiredzi,,1802,18,Old ward
180228,28,Masvingo,Chiredzi,,1802,18,New ward
180216,16,Masvingo,Chiredzi,,1802,18,Old ward
180219,19,Masvingo,Chiredzi,,1802,18,Old ward
180206,6,Masvingo,Chiredzi,,1802,18,Old ward
180209,9,Masvingo,Chiredzi,,1802,18,Old ward
180231,31,Masvingo,Chiredzi,,1802,18,New ward
180529,29,Masvingo,Masvingo,,1805,18,Old ward
180103,3,Masvingo,Bikita,,1801,18,Old ward
180101,1,Masvingo,Bikita,,1801,18,Old ward
180731,31,Masvingo,Zaka,,1807,18,New ward
180223,23,Masvingo,Chiredzi,,1802,18,Old ward
180527,27,Masvingo,Masvingo,,1805,18,Old ward
110723,23,Manicaland,Nyanga,,1107,11,Old ward
180732,32,Masvingo,Zaka,,1807,18,Old ward
180229,29,Masvingo,Chiredzi,,1802,18,New ward
182202,2,Masvingo,Chiredzi Urban,,1822,18,New ward
182201,1,Masvingo,Chiredzi Urban,,1822,18,New ward
180727,27,Masvingo,Zaka,,1807,18,Old ward
180222,22,Masvingo,Chiredzi,,1802,18,Old ward
110329,29,Manicaland,Chipinge,,1103,11,Old ward
150612,12,Matabeleland North,Tsholotsho,,1506,15,Old ward
150621,21,Matabeleland North,Tsholotsho,,1506,15,New ward
110403,3,Manicaland,Makoni,,1104,11,Old ward
110407,7,Manicaland,Makoni,,1104,11,Old ward
180203,3,Masvingo,Chiredzi,,1802,18,Old ward
110326,26,Manicaland,Chipinge,,1103,11,Old ward
110327,27,Manicaland,Chipinge,,1103,11,Old ward
160218,18,Matabeleland South,Bulilima,,1602,16,Old ward
150618,18,Matabeleland North,Tsholotsho,,1506,15,Old ward
160221,21,Matabeleland South,Bulilima,,1602,16,New ward
160216,16,Matabeleland South,Bulilima,,1602,16,Old ward
160201,1,Matabeleland South,Bulilima,,1602,16,Old ward
102128,28,Bulawayo,Bulawayo,,1021,10,Old ward
110409,9,Manicaland,Makoni,,1104,11,Old ward
110408,8,Manicaland,Makoni,,1104,11,Old ward
180202,2,Masvingo,Chiredzi,,1802,18,Old ward
140202,2,Mashonaland West,Hurungwe,,1402,14,Old ward
140212,12,Mashonaland West,Hurungwe,,1402,14,Old ward
180201,1,Masvingo,Chiredzi,,1802,18,Old ward
180225,25,Masvingo,Chiredzi,,1802,18,New ward
180204,4,Masvingo,Chiredzi,,1802,18,Old ward
180205,5,Masvingo,Chiredzi,,1802,18,Old ward
110315,15,Manicaland,Chipinge,,1103,11,Old ward
160204,4,Matabeleland South,Bulilima,,1602,16,Old ward
102113,13,Bulawayo,Bulawayo,,1021,10,Old ward
102127,27,Bulawayo,Bulawayo,,1021,10,Old ward
102107,7,Bulawayo,Bulawayo,,1021,10,Old ward
102120,20,Bulawayo,Bulawayo,,1021,10,Old ward
102121,21,Bulawayo,Bulawayo,,1021,10,Old ward
102122,22,Bulawayo,Bulawayo,,1021,10,Old ward
102124,24,Bulawayo,Bulawayo,,1021,10,Old ward
102123,23,Bulawayo,Bulawayo,,1021,10,Old ward
140214,14,Mashonaland West,Hurungwe,,1402,14,Old ward
140412,12,Mashonaland West,Kariba,,1404,14,Old ward
140217,17,Mashonaland West,Hurungwe,,1402,14,Old ward
102125,25,Bulawayo,Bulawayo,,1021,10,Old ward
102106,6,Bulawayo,Bulawayo,,1021,10,Old ward
102115,15,Bulawayo,Bulawayo,,1021,10,Old ward
160220,20,Matabeleland South,Bulilima,,1602,16,New ward
160217,17,Matabeleland South,Bulilima,,1602,16,Old ward
150620,20,Matabeleland North,Tsholotsho,,1506,15,Old ward
160219,19,Matabeleland South,Bulilima,,1602,16,Old ward
150713,13,Matabeleland North,Umguza,,1507,15,Old ward
102126,26,Bulawayo,Bulawayo,,1021,10,Old ward
150619,19,Matabeleland North,Tsholotsho,,1506,15,Old ward
160203,3,Matabeleland South,Bulilima,,1602,16,Old ward
160202,2,Matabeleland South,Bulilima,,1602,16,Old ward
160205,5,Matabeleland South,Bulilima,,1602,16,Old ward
102112,12,Bulawayo,Bulawayo,,1021,10,Old ward
150613,13,Matabeleland North,Tsholotsho,,1506,15,Old ward
150716,16,Matabeleland North,Umguza,,1507,15,Old ward
150709,9,Matabeleland North,Umguza,,1507,15,Old ward
150214,14,Matabeleland North,Bubi,,1502,15,Old ward
150617,17,Matabeleland North,Tsholotsho,,1506,15,Old ward
150615,15,Matabeleland North,Tsholotsho,,1506,15,Old ward
150712,12,Matabeleland North,Umguza,,1507,15,Old ward
150717,17,Matabeleland North,Umguza,,1507,15,Old ward
150414,14,Matabeleland North,Lupane,,1504,15,Old ward
150415,15,Matabeleland North,Lupane,,1504,15,Old ward
150514,14,Matabeleland North,Nkayi,,1505,15,Old ward
150416,16,Matabeleland North,Lupane,,1504,15,Old ward
150417,17,Matabeleland North,Lupane,,1504,15,Old ward
172115,15,Midlands,Gweru Urban,,1721,17,Old ward
140410,10,Mashonaland West,Kariba,,1404,14,Old ward
140215,15,Mashonaland West,Hurungwe,,1402,14,Old ward
160716,16,Matabeleland South,Umzingwane,,1607,16,Old ward
160717,17,Matabeleland South,Umzingwane,,1607,16,Old ward
160715,15,Matabeleland South,Umzingwane,,1607,16,Old ward
160703,3,Matabeleland South,Umzingwane,,1607,16,Old ward
150701,1,Matabeleland North,Umguza,,1507,15,Old ward
130306,6,Mashonaland East,Hwedza,,1303,13,Old ward
130124,24,Mashonaland East,Chikomba,,1301,13,Old ward
160705,5,Matabeleland South,Umzingwane,,1607,16,Old ward
160704,4,Matabeleland South,Umzingwane,,1607,16,Old ward
150222,22,Matabeleland North,Bubi,,1502,15,New ward
130129,29,Mashonaland East,Chikomba,,1301,13,Old ward
150708,8,Matabeleland North,Umguza,,1507,15,Old ward
150707,7,Matabeleland North,Umguza,,1507,15,Old ward
150211,11,Matabeleland North,Bubi,,1502,15,Old ward
140210,10,Mashonaland West,Hurungwe,,1402,14,Old ward
140218,18,Mashonaland West,Hurungwe,,1402,14,New ward
150212,12,Matabeleland North,Bubi,,1502,15,Old ward
160522,22,Matabeleland South,Insiza,,1605,16,New ward
140211,11,Mashonaland West,Hurungwe,,1402,14,Old ward
150223,23,Matabeleland North,Bubi,,1502,15,Old ward
150215,15,Matabeleland North,Bubi,,1502,15,Old ward
150706,6,Matabeleland North,Umguza,,1507,15,Old ward
172212,12,Midlands,Kwekwe Urban,,1722,17,Old ward
170530,30,Midlands,Kwekwe,,1705,17,New ward
140517,17,Mashonaland West,Makonde,,1405,14,Old ward
140219,19,Mashonaland West,Hurungwe,,1402,14,New ward
150702,2,Matabeleland North,Umguza,,1507,15,Old ward
160702,2,Matabeleland South,Umzingwane,,1607,16,Old ward
160719,19,Matabeleland South,Umzingwane,,1607,16,New ward
172214,14,Midlands,Kwekwe Urban,,1722,17,Old ward
160514,14,Matabeleland South,Insiza,,1605,16,Old ward
160714,14,Matabeleland South,Umzingwane,,1607,16,Old ward
150705,5,Matabeleland North,Umguza,,1507,15,Old ward
172213,13,Midlands,Kwekwe Urban,,1722,17,Old ward
160518,18,Matabeleland South,Insiza,,1605,16,Old ward
160701,1,Matabeleland South,Umzingwane,,1607,16,Old ward
160718,18,Matabeleland South,Umzingwane,,1607,16,Old ward
150704,4,Matabeleland North,Umguza,,1507,15,Old ward
170121,21,Midlands,Chirumhanzu,,1701,17,New ward
180313,13,Masvingo,Chivi,,1803,18,Old ward
172811,11,Midlands,Shurugwi Town,,1728,17,Old ward
172805,5,Midlands,Shurugwi Town,,1728,17,Old ward
172810,10,Midlands,Shurugwi Town,,1728,17,Old ward
140206,6,Mashonaland West,Hurungwe,,1402,14,Old ward
140615,15,Mashonaland West,Zvimba,,1406,14,Old ward
172806,6,Midlands,Shurugwi Town,,1728,17,Old ward
180316,16,Masvingo,Chivi,,1803,18,Old ward
180510,10,Masvingo,Masvingo,,1805,18,Old ward
180310,10,Masvingo,Chivi,,1803,18,Old ward
182102,2,Masvingo,Masvingo Urban,,1821,18,New ward
180505,5,Masvingo,Masvingo,,1805,18,Old ward
180305,5,Masvingo,Chivi,,1803,18,Old ward
180304,4,Masvingo,Chivi,,1803,18,Old ward
180509,9,Masvingo,Masvingo,,1805,18,Old ward
180307,7,Masvingo,Chivi,,1803,18,Old ward
180306,6,Masvingo,Chivi,,1803,18,Old ward
172807,7,Midlands,Shurugwi Town,,1728,17,?
180309,9,Masvingo,Chivi,,1803,18,Old ward
180312,12,Masvingo,Chivi,,1803,18,Old ward
180311,11,Masvingo,Chivi,,1803,18,Old ward
180330,30,Masvingo,Chivi,,1803,18,Old ward
180303,3,Masvingo,Chivi,,1803,18,Old ward
170705,5,Midlands,Shurugwi,,1707,17,Old ward
170714,14,Midlands,Shurugwi,,1707,17,Old ward
170718,18,Midlands,Shurugwi,,1707,17,Old ward
170109,9,Midlands,Chirumhanzu,,1701,17,Old ward
170715,15,Midlands,Shurugwi,,1707,17,Old ward
172813,13,Midlands,Shurugwi Town,,1728,17,Old ward
170719,19,Midlands,Shurugwi,,1707,17,Old ward
170720,20,Midlands,Shurugwi,,1707,17,Old ward
172804,4,Midlands,Shurugwi Town,,1728,17,Old ward
170710,10,Midlands,Shurugwi,,1707,17,Old ward
170708,8,Midlands,Shurugwi,,1707,17,Old ward
170105,5,Midlands,Chirumhanzu,,1701,17,Old ward
170713,13,Midlands,Shurugwi,,1707,17,Old ward
172808,8,Midlands,Shurugwi Town,,1728,17,Old ward
170703,3,Midlands,Shurugwi,,1707,17,Old ward
170723,23,Midlands,Shurugwi,,1707,17,Old ward
170104,4,Midlands,Chirumhanzu,,1701,17,Old ward
172809,9,Midlands,Shurugwi Town,,1728,17,Old ward
170707,7,Midlands,Shurugwi,,1707,17,?
170110,10,Midlands,Chirumhanzu,,1701,17,Old ward
170103,3,Midlands,Chirumhanzu,,1701,17,Old ward
170107,7,Midlands,Chirumhanzu,,1701,17,Old ward
170721,21,Midlands,Shurugwi,,1707,17,Old ward
170806,6,Midlands,Zvishavane,,1708,17,Old ward
170801,1,Midlands,Zvishavane,,1708,17,Old ward
170802,2,Midlands,Zvishavane,,1708,17,Old ward
180302,2,Masvingo,Chivi,,1803,18,Old ward
172503,3,Midlands,Zvishavane Urban,,1725,17,Old ward
172507,7,Midlands,Zvishavane Urban,,1725,17,Old ward
170807,7,Midlands,Zvishavane,,1708,17,Old ward
170805,5,Midlands,Zvishavane,,1708,17,Old ward
170813,13,Midlands,Zvishavane,,1708,17,Old ward
172802,2,Midlands,Shurugwi Town,,1728,17,Old ward
172509,9,Midlands,Zvishavane Urban,,1725,17,Old ward
170123,23,Midlands,Chirumhanzu,,1701,17,New ward
172504,4,Midlands,Zvishavane Urban,,1725,17,Old ward
170125,25,Midlands,Chirumhanzu,,1701,17,New ward
150306,6,Matabeleland North,Hwange,,1503,15,Old ward
150304,4,Matabeleland North,Hwange,,1503,15,Old ward
180435,35,Masvingo,Gutu,,1804,18,Old ward
180438,38,Masvingo,Gutu,,1804,18,New ward
170711,11,Midlands,Shurugwi,,1707,17,Old ward
170712,12,Midlands,Shurugwi,,1707,17,Old ward
170724,24,Midlands,Shurugwi,,1707,17,New ward
170124,24,Midlands,Chirumhanzu,,1701,17,New ward
170114,14,Midlands,Chirumhanzu,,1701,17,Old ward
172108,8,Midlands,Gweru Urban,,1721,17,Old ward
170704,4,Midlands,Shurugwi,,1707,17,Old ward
170706,6,Midlands,Shurugwi,,1707,17,Old ward
170722,22,Midlands,Shurugwi,,1707,17,Old ward
180504,4,Masvingo,Masvingo,,1805,18,Old ward
170709,9,Midlands,Shurugwi,,1707,17,Old ward
172116,16,Midlands,Gweru Urban,,1721,17,Old ward
172114,14,Midlands,Gweru Urban,,1721,17,?
170803,3,Midlands,Zvishavane,,1708,17,Old ward
110207,7,Manicaland,Chimanimani,,1102,11,Old ward
110217,17,Manicaland,Chimanimani,,1102,11,Old ward
170808,8,Midlands,Zvishavane,,1708,17,Old ward
170804,4,Midlands,Zvishavane,,1708,17,Old ward
112303,3,Manicaland,Chipinge Urban,,1123,11,New ward
112304,4,Manicaland,Chipinge Urban,,1123,11,New ward
120313,13,Mashonaland Central,Guruve,,1203,12,Old ward
180301,1,Masvingo,Chivi,,1803,18,Old ward
170809,9,Midlands,Zvishavane,,1708,17,Old ward
180422,22,Masvingo,Gutu,,1804,18,Old ward
120305,5,Mashonaland Central,Guruve,,1203,12,Old ward
172506,6,Midlands,Zvishavane Urban,,1725,17,Old ward
170810,10,Midlands,Zvishavane,,1708,17,Old ward
170812,12,Midlands,Zvishavane,,1708,17,Old ward
170811,11,Midlands,Zvishavane,,1708,17,Old ward
172812,12,Midlands,Shurugwi Town,,1728,17,Old ward
172801,1,Midlands,Shurugwi Town,,1728,17,Old ward
172501,1,Midlands,Zvishavane Urban,,1725,17,Old ward
172505,5,Midlands,Zvishavane Urban,,1725,17,Old ward
172508,8,Midlands,Zvishavane Urban,,1725,17,Old ward
172510,10,Midlands,Zvishavane Urban,,1725,17,Old ward
172502,2,Midlands,Zvishavane Urban,,1725,17,Old ward
172103,3,Midlands,Gweru Urban,,1721,17,Old ward
172102,2,Midlands,Gweru Urban,,1721,17,Old ward
170108,8,Midlands,Chirumhanzu,,1701,17,Old ward
172803,3,Midlands,Shurugwi Town,,1728,17,Old ward
180704,4,Masvingo,Zaka,,1807,18,Old ward
180705,5,Masvingo,Zaka,,1807,18,Old ward
180105,5,Masvingo,Bikita,,1801,18,Old ward
180710,10,Masvingo,Zaka,,1807,18,Old ward
172117,17,Midlands,Gweru Urban,,1721,17,Old ward
172106,6,Midlands,Gweru Urban,,1721,17,Old ward
180703,3,Masvingo,Zaka,,1807,18,Old ward
180707,7,Masvingo,Zaka,,1807,18,Old ward
172107,7,Midlands,Gweru Urban,,1721,17,Old ward
120306,6,Mashonaland Central,Guruve,,1203,12,Boundary adjusted
180106,6,Masvingo,Bikita,,1801,18,Old ward
180440,40,Masvingo,Gutu,,1804,18,New ward
152211,11,Matabeleland North,Victoria Falls,,1522,15,Old ward
120310,10,Mashonaland Central,Guruve,,1203,12,Old ward
120311,11,Mashonaland Central,Guruve,,1203,12,Old ward
120308,8,Mashonaland Central,Guruve,,1203,12,Old ward
180517,17,Masvingo,Masvingo,,1805,18,Old ward
180520,20,Masvingo,Masvingo,,1805,18,Old ward
180719,19,Masvingo,Zaka,,1807,18,Old ward
180722,22,Masvingo,Zaka,,1807,18,Old ward
180716,16,Masvingo,Zaka,,1807,18,Old ward
180713,13,Masvingo,Zaka,,1807,18,Old ward
172101,1,Midlands,Gweru Urban,,1721,17,Old ward
180518,18,Masvingo,Masvingo,,1805,18,Old ward
182107,7,Masvingo,Masvingo Urban,,1821,18,New ward
180514,14,Masvingo,Masvingo,,1805,18,Old ward
180431,31,Masvingo,Gutu,,1804,18,Old ward
180430,30,Masvingo,Gutu,,1804,18,Old ward
180718,18,Masvingo,Zaka,,1807,18,Old ward
180516,16,Masvingo,Masvingo,,1805,18,Old ward
180515,15,Masvingo,Masvingo,,1805,18,Old ward
180114,14,Masvingo,Bikita,,1801,18,Old ward
180107,7,Masvingo,Bikita,,1801,18,Old ward
180108,8,Masvingo,Bikita,,1801,18,Old ward
180104,4,Masvingo,Bikita,,1801,18,Old ward
180129,29,Masvingo,Bikita,,1801,18,Old ward
180128,28,Masvingo,Bikita,,1801,18,Old ward
180110,10,Masvingo,Bikita,,1801,18,Old ward
180702,2,Masvingo,Zaka,,1807,18,Old ward
180715,15,Masvingo,Zaka,,1807,18,Old ward
180411,11,Masvingo,Gutu,,1804,18,Old ward
180415,15,Masvingo,Gutu,,1804,18,Old ward
120312,12,Mashonaland Central,Guruve,,1203,12,Old ward
180121,21,Masvingo,Bikita,,1801,18,Old ward
180118,18,Masvingo,Bikita,,1801,18,Old ward
180111,11,Masvingo,Bikita,,1801,18,Old ward
180130,30,Masvingo,Bikita,,1801,18,Old ward
180112,12,Masvingo,Bikita,,1801,18,Old ward
180122,22,Masvingo,Bikita,,1801,18,Old ward
180508,8,Masvingo,Masvingo,,1805,18,Old ward
180425,25,Masvingo,Gutu,,1804,18,Old ward
180109,9,Masvingo,Bikita,,1801,18,Old ward
180113,13,Masvingo,Bikita,,1801,18,Old ward
180132,32,Masvingo,Bikita,,1801,18,New ward
180116,16,Masvingo,Bikita,,1801,18,Old ward
180117,17,Masvingo,Bikita,,1801,18,Old ward
180426,26,Masvingo,Gutu,,1804,18,Old ward
180428,28,Masvingo,Gutu,,1804,18,Old ward
180408,8,Masvingo,Gutu,,1804,18,Old ward
180434,34,Masvingo,Gutu,,1804,18,Old ward
152204,4,Matabeleland North,Victoria Falls,,1522,15,Old ward
152205,5,Matabeleland North,Victoria Falls,,1522,15,Old ward
180414,14,Masvingo,Gutu,,1804,18,Old ward
152210,10,Matabeleland North,Victoria Falls,,1522,15,Old ward
120309,9,Mashonaland Central,Guruve,,1203,12,Old ward
180417,17,Masvingo,Gutu,,1804,18,Old ward
180436,36,Masvingo,Gutu,,1804,18,Old ward
180433,33,Masvingo,Gutu,,1804,18,Old ward
180418,18,Masvingo,Gutu,,1804,18,Old ward
172118,18,Midlands,Gweru Urban,,1721,17,Old ward
172109,9,Midlands,Gweru Urban,,1721,17,Old ward
180420,20,Masvingo,Gutu,,1804,18,Old ward
180437,37,Masvingo,Gutu,,1804,18,New ward
180502,2,Masvingo,Masvingo,,1805,18,Old ward
180427,27,Masvingo,Gutu,,1804,18,Old ward
180424,24,Masvingo,Gutu,,1804,18,Old ward
172111,11,Midlands,Gweru Urban,,1721,17,Old ward
172112,12,Midlands,Gweru Urban,,1721,17,Old ward
172113,13,Midlands,Gweru Urban,,1721,17,Old ward
180423,23,Masvingo,Gutu,,1804,18,Old ward
180131,31,Masvingo,Bikita,,1801,18,New ward
180429,29,Masvingo,Gutu,,1804,18,Old ward
180115,15,Masvingo,Bikita,,1801,18,Old ward
180119,19,Masvingo,Bikita,,1801,18,Old ward
180123,23,Masvingo,Bikita,,1801,18,Old ward
180441,41,Masvingo,Gutu,,1804,18,New ward
180501,1,Masvingo,Masvingo,,1805,18,Old ward
110215,15,Manicaland,Chimanimani,,1102,11,Old ward
110212,12,Manicaland,Chimanimani,,1102,11,Old ward
110208,8,Manicaland,Chimanimani,,1102,11,Old ward
110220,20,Manicaland,Chimanimani,,1102,11,Old ward
180532,32,Masvingo,Masvingo,,1805,18,New ward
180513,13,Masvingo,Masvingo,,1805,18,Old ward
180127,27,Masvingo,Bikita,,1801,18,Old ward
180701,1,Masvingo,Zaka,,1807,18,Old ward
180714,14,Masvingo,Zaka,,1807,18,Old ward
180709,9,Masvingo,Zaka,,1807,18,Old ward
180712,12,Masvingo,Zaka,,1807,18,Old ward
180711,11,Masvingo,Zaka,,1807,18,Old ward
180706,6,Masvingo,Zaka,,1807,18,Old ward
180733,33,Masvingo,Zaka,,1807,18,New ward
180708,8,Masvingo,Zaka,,1807,18,Old ward
180421,21,Masvingo,Gutu,,1804,18,Old ward
180419,19,Masvingo,Gutu,,1804,18,Old ward
180420,20,Masvingo,Gutu,,1804,18,Old ward
180413,13,Masvingo,Gutu,,1804,18,Old ward
110213,13,Manicaland,Chimanimani,,1102,11,Old ward
110219,19,Manicaland,Chimanimani,,1102,11,Old ward
110129,29,Manicaland,Buhera,,1101,11,Old ward
110307,7,Manicaland,Chipinge,,1103,11,Old ward
110306,6,Manicaland,Chipinge,,1103,11,Old ward
110302,2,Manicaland,Chipinge,,1103,11,Old ward
110210,10,Manicaland,Chimanimani,,1102,11,Old ward
110221,21,Manicaland,Chimanimani,,1102,11,Old ward
110218,18,Manicaland,Chimanimani,,1102,11,Old ward
110222,22,Manicaland,Chimanimani,,1102,11,Old ward
110309,9,Manicaland,Chipinge,,1103,11,Old ward
110125,25,Manicaland,Buhera,,1101,11,Old ward
110204,4,Manicaland,Chimanimani,,1102,11,Old ward
110128,28,Manicaland,Buhera,,1101,11,Old ward
110205,5,Manicaland,Chimanimani,,1102,11,Old ward
112308,8,Manicaland,Chipinge Urban,,1123,11,New ward
112301,1,Manicaland,Chipinge Urban,,1123,11,New ward
112307,7,Manicaland,Chipinge Urban,,1123,11,New ward
110311,11,Manicaland,Chipinge,,1103,11,Old ward
110301,1,Manicaland,Chipinge,,1103,11,Old ward
110216,16,Manicaland,Chimanimani,,1102,11,Old ward
110206,6,Manicaland,Chimanimani,,1102,11,Old ward
110203,3,Manicaland,Chimanimani,,1102,11,Old ward
110312,12,Manicaland,Chipinge,,1103,11,Old ward
110318,18,Manicaland,Chipinge,,1103,11,Old ward
110313,13,Manicaland,Chipinge,,1103,11,Old ward
110211,11,Manicaland,Chimanimani,,1102,11,Old ward
110133,33,Manicaland,Buhera,,1101,11,New ward
110209,9,Manicaland,Chimanimani,,1102,11,Old ward
110130,30,Manicaland,Buhera,,1101,11,Old ward
110314,14,Manicaland,Chipinge,,1103,11,Old ward
112306,6,Manicaland,Chipinge Urban,,1123,11,New ward
110214,14,Manicaland,Chimanimani,,1102,11,Old ward
112305,5,Manicaland,Chipinge Urban,,1123,11,New ward
110305,5,Manicaland,Chipinge,,1103,11,Old ward
110304,4,Manicaland,Chipinge,,1103,11,Old ward
110303,3,Manicaland,Chipinge,,1103,11,Old ward
110308,8,Manicaland,Chipinge,,1103,11,Old ward
110223,23,Manicaland,Chimanimani,,1102,11,Old ward
112302,2,Manicaland,Chipinge Urban,,1123,11,New ward
150425,25,Matabeleland North,Lupane,,1504,15,Old ward
150217,17,Matabeleland North,Bubi,,1502,15,Old ward
150407,7,Matabeleland North,Lupane,,1504,15,Old ward
150508,8,Matabeleland North,Nkayi,,1505,15,Old ward
150512,12,Matabeleland North,Nkayi,,1505,15,Old ward
150513,13,Matabeleland North,Nkayi,,1505,15,Old ward
150420,20,Matabeleland North,Lupane,,1504,15,Old ward
150418,18,Matabeleland North,Lupane,,1504,15,Old ward
150525,25,Matabeleland North,Nkayi,,1505,15,Old ward
150524,24,Matabeleland North,Nkayi,,1505,15,Old ward
150604,4,Matabeleland North,Tsholotsho,,1506,15,Old ward
150426,26,Matabeleland North,Lupane,,1504,15,Old ward
150605,5,Matabeleland North,Tsholotsho,,1506,15,Old ward
150203,3,Matabeleland North,Bubi,,1502,15,Old ward
172303,3,Midlands,Redcliff,,1723,17,Old ward
172301,1,Midlands,Redcliff,,1723,17,Old ward
172302,2,Midlands,Redcliff,,1723,17,Old ward
150218,18,Matabeleland North,Bubi,,1502,15,Old ward
150423,23,Matabeleland North,Lupane,,1504,15,Old ward
150421,21,Matabeleland North,Lupane,,1504,15,Old ward
150207,7,Matabeleland North,Bubi,,1502,15,Old ward
150204,4,Matabeleland North,Bubi,,1502,15,Old ward
150510,10,Matabeleland North,Nkayi,,1505,15,Old ward
150511,11,Matabeleland North,Nkayi,,1505,15,Old ward
150502,2,Matabeleland North,Nkayi,,1505,15,Old ward
170315,15,Midlands,Gokwe South,,1703,17,Old ward
150501,1,Matabeleland North,Nkayi,,1505,15,Old ward
170532,32,Midlands,Kwekwe,,1705,17,New ward
170512,12,Midlands,Kwekwe,,1705,17,Old ward
170513,13,Midlands,Kwekwe,,1705,17,Old ward
170510,10,Midlands,Kwekwe,,1705,17,Old ward
170505,5,Midlands,Kwekwe,,1705,17,Old ward
170515,15,Midlands,Kwekwe,,1705,17,Old ward
170511,11,Midlands,Kwekwe,,1705,17,Old ward
170409,9,Midlands,Gweru,,1704,17,Old ward
170412,12,Midlands,Gweru,,1704,17,Old ward
170411,11,Midlands,Gweru,,1704,17,Old ward
172306,6,Midlands,Redcliff,,1723,17,Old ward
150422,22,Matabeleland North,Lupane,,1504,15,Old ward
150216,16,Matabeleland North,Bubi,,1502,15,Old ward
150410,10,Matabeleland North,Lupane,,1504,15,Old ward
170521,21,Midlands,Kwekwe,,1705,17,Old ward
170522,22,Midlands,Kwekwe,,1705,17,Old ward
170526,26,Midlands,Kwekwe,,1705,17,Old ward
170529,29,Midlands,Kwekwe,,1705,17,New ward
170518,18,Midlands,Kwekwe,,1705,17,Old ward
170520,20,Midlands,Kwekwe,,1705,17,Old ward
170519,19,Midlands,Kwekwe,,1705,17,Old ward
170528,28,Midlands,Kwekwe,,1705,17,Old ward
170527,27,Midlands,Kwekwe,,1705,17,Old ward
150504,4,Matabeleland North,Nkayi,,1505,15,Old ward
150503,3,Matabeleland North,Nkayi,,1505,15,Old ward
150506,6,Matabeleland North,Nkayi,,1505,15,Old ward
170525,25,Midlands,Kwekwe,,1705,17,Old ward
170523,23,Midlands,Kwekwe,,1705,17,Old ward
170533,33,Midlands,Kwekwe,,1705,17,New ward
150522,22,Matabeleland North,Nkayi,,1505,15,Old ward
172307,7,Midlands,Redcliff,,1723,17,Old ward
170404,4,Midlands,Gweru,,1704,17,Old ward
170407,7,Midlands,Gweru,,1704,17,Old ward
172207,7,Midlands,Kwekwe Urban,,1722,17,Old ward
152203,3,Matabeleland North,Victoria Falls,,1522,15,Old ward
172209,9,Midlands,Kwekwe Urban,,1722,17,Old ward
170406,6,Midlands,Gweru,,1704,17,Old ward
170408,8,Midlands,Gweru,,1704,17,Old ward
150530,30,Matabeleland North,Nkayi,,1505,15,New ward
150519,19,Matabeleland North,Nkayi,,1505,15,Old ward
150518,18,Matabeleland North,Nkayi,,1505,15,Old ward
150529,29,Matabeleland North,Nkayi,,1505,15,New ward
150520,20,Matabeleland North,Nkayi,,1505,15,Old ward
150517,17,Matabeleland North,Nkayi,,1505,15,Old ward
172110,10,Midlands,Gweru Urban,,1721,17,Old ward
170502,2,Midlands,Kwekwe,,1705,17,Old ward
142704,4,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
142703,3,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
142711,11,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
